crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH,solar_radiation,nasa_precipitation,nasa_humidity,nasa_temp_avg,nasa_temp_max,nasa_temp_min,NDVI,SAVI,GrNDVI,yield_log
Maize,2019,Autumn,Odisha,61041.0,175675,10484402.16,22585.17,2.048181818,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,1.1145452876201187
Maize,2019,Summer,Odisha,3934.0,13113,675703.84,1455.58,2.243,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,1.1764988273251809
Maize,2019,Winter,Odisha,95.0,226,16317.2,35.15,2.48125,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,1.2473914246934572
Masoor,1999,Rabi,Odisha,15610.0,7360,1656689.3,4214.7,0.401666667,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.3376620049946138
Masoor,2001,Rabi,Odisha,8790.0,3250,897722.7,2285.4,0.364,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.3104215594212703
Masoor,2002,Rabi,Odisha,3810.0,1400,360692.7,952.5,0.36,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.3074846997479606
Masoor,2003,Rabi,Odisha,5860.0,2430,580022.8,1406.4,0.4025,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.33825635841471435
Masoor,2004,Rabi,Odisha,10400.0,4130,1126736.0,2184.0,0.393333333,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.33169895762932083
Masoor,2019,Rabi,Odisha,9340.0,4940,1604238.4,3455.8,0.535714286,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.42899560570440504
Mesta,1999,Kharif,Odisha,30370.0,129640,3223168.1,8199.9,3.855555556,26.2,1304.31,72.99,67,26,32,6.3,20.4,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,1.5801235248568584
Mesta,2000,Kharif,Odisha,23880.0,102620,2344299.6,6208.8,3.9072,26.35,1100.2,71.21,67,26,32,6.3,20.4,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,1.5907035143778498
Mesta,2019,Kharif,Odisha,4690.0,23420,805554.4,1735.3,4.85,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,1.766441661243765
Moong(Green Gram),1998,Autumn,Odisha,21845.0,5123,2158286.0,6335.05,0.174210526,26.85,1487.76,73.65,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.160596029009063
Moong(Green Gram),1998,Summer,Odisha,92720.0,22077,9160736.0,26888.8,0.253793103,26.85,1487.76,73.65,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.22617343896526831
Moong(Green Gram),1998,Winter,Odisha,106933.0,17537,10564980.4,31010.57,0.136296296,26.85,1487.76,73.65,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.12777411023397017
Moong(Green Gram),1999,Kharif,Odisha,149000.0,51470,15813370.0,40230.0,0.355384615,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.3040852627627283
Moong(Green Gram),1999,Rabi,Odisha,441000.0,175720,46803330.0,119070.0,0.371333333,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.3157835023195833
Moong(Green Gram),2000,Kharif,Odisha,147440.0,29290,14474184.8,38334.4,0.21,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.19062035960864973
Moong(Green Gram),2001,Kharif,Odisha,212511.0,51097,21703748.43,55252.86,0.235666667,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.21161063577024541
Moong(Green Gram),2002,Kharif,Odisha,168305.0,38348,15933434.35,42076.25,0.205666667,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.1870326645783234
Moong(Green Gram),2003,Kharif,Odisha,257261.0,60081,25463693.78,61742.64,0.229333333,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.20647201675508803
Moong(Green Gram),2004,Autumn,Odisha,18750.0,4373,2031375.0,3937.5,0.171176471,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.15800877437147096
Moong(Green Gram),2004,Summer,Odisha,111395.0,35257,12068534.3,23392.95,0.275,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.24294617861038947
Moong(Green Gram),2004,Winter,Odisha,82486.0,16515,8936533.24,17322.06,0.196666667,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.17953991411062936
Moong(Green Gram),2005,Autumn,Odisha,20063.0,4344,2405954.96,4213.23,0.175333333,26.68,1639.58,71.95,67,26,32,6.3,22.99,0.25,30.33,19.28,44.07,-6.4,0.449250335896203,0.279820776448961,0.494528477763559,0.1615517950239613
Moong(Green Gram),2005,Summer,Odisha,132266.0,42509,15861338.72,27775.86,0.2875,26.68,1639.58,71.95,67,26,32,6.3,22.99,0.25,30.33,19.28,44.07,-6.4,0.449250335896203,0.279820776448961,0.494528477763559,0.2527023535557541
Moong(Green Gram),2005,Winter,Odisha,104909.0,19319,12580687.28,22030.89,0.239259259,26.68,1639.58,71.95,67,26,32,6.3,22.99,0.25,30.33,19.28,44.07,-6.4,0.449250335896203,0.279820776448961,0.494528477763559,0.21451382934514382
Moong(Green Gram),2006,Autumn,Odisha,22715.0,5201,2900932.65,4997.3,0.20125,26.11,1755.76,73.83,67,26,32,6.3,22.53,0.36,30.27,19.2,43.58,-5.73,0.449250335896203,0.279820776448961,0.494528477763559,0.1833626813023652
Moong(Green Gram),2006,Summer,Odisha,127125.0,34313,16235133.75,27967.5,0.278275862,26.11,1755.76,73.83,67,26,32,6.3,22.53,0.36,30.27,19.2,43.58,-5.73,0.449250335896203,0.279820776448961,0.494528477763559,0.24551218712221487
Moong(Green Gram),2006,Winter,Odisha,85385.0,17673,10904518.35,18784.7,0.23862069,26.11,1755.76,73.83,67,26,32,6.3,22.53,0.36,30.27,19.2,43.58,-5.73,0.449250335896203,0.279820776448961,0.494528477763559,0.21399841372592127
Moong(Green Gram),2007,Autumn,Odisha,23687.0,5930,3159845.8,3789.92,0.199375,26.18,1650.41,73.92,67,26,32,6.3,22.55,0.31,30.28,18.61,44.45,-5.54,0.449250335896203,0.279820776448961,0.494528477763559,0.1818005877798273
Moong(Green Gram),2007,Summer,Odisha,148138.0,38981,19761609.2,23702.08,0.288928571,26.18,1650.41,73.92,67,26,32,6.3,22.55,0.31,30.28,18.61,44.45,-5.54,0.449250335896203,0.279820776448961,0.494528477763559,0.2538113081469912
Moong(Green Gram),2007,Winter,Odisha,86079.0,18188,11482938.6,13772.64,0.254074074,26.18,1650.41,73.92,67,26,32,6.3,22.55,0.31,30.28,18.61,44.45,-5.54,0.449250335896203,0.279820776448961,0.494528477763559,0.2263975106415934
Moong(Green Gram),2008,Autumn,Odisha,22676.0,5300,3243575.04,2040.84,0.184285714,25.98,1798.14,75.13,67,26,32,6.3,20.55,0.27,29.65,18.97,44.14,-11.03,0.449250335896203,0.279820776448961,0.494528477763559,0.16913981985063575
Moong(Green Gram),2008,Summer,Odisha,125260.0,36512,17917190.4,11273.4,0.2825,25.98,1798.14,75.13,67,26,32,6.3,20.55,0.27,29.65,18.97,44.14,-11.03,0.449250335896203,0.279820776448961,0.494528477763559,0.24881129806278754
Moong(Green Gram),2008,Winter,Odisha,85557.0,18854,12238073.28,7700.13,0.265357143,25.98,1798.14,75.13,67,26,32,6.3,20.55,0.27,29.65,18.97,44.14,-11.03,0.449250335896203,0.279820776448961,0.494528477763559,0.23535440881507538
Moong(Green Gram),2009,Autumn,Odisha,21731.0,4949,3386124.42,3694.27,0.338,27.04,1327.64,69.73,67,26,32,6.3,19.68,0.39,31.94,19.28,44.41,-4.98,0.449250335896203,0.279820776448961,0.494528477763559,0.2911759617060367
Moong(Green Gram),2009,Summer,Odisha,147688.0,46492,23012744.16,25106.96,0.296206897,27.04,1327.64,69.73,67,26,32,6.3,19.68,0.39,31.94,19.28,44.41,-4.98,0.449250335896203,0.279820776448961,0.494528477763559,0.2594422279354493
Moong(Green Gram),2009,Winter,Odisha,120690.0,27253,18805915.8,20517.3,0.263703704,27.04,1327.64,69.73,67,26,32,6.3,19.68,0.39,31.94,19.28,44.41,-4.98,0.449250335896203,0.279820776448961,0.494528477763559,0.23404685685361587
Moong(Green Gram),2010,Autumn,Odisha,25378.0,6479,4215539.58,6090.72,0.21375,26.94,1457.71,72.42,67,26,32,6.3,20.89,0.22,27.01,20.14,45.28,-5.46,0.449250335896203,0.279820776448961,0.494528477763559,0.1937147406233976
Moong(Green Gram),2010,Summer,Odisha,184234.0,61251,30603109.74,44216.16,0.291034483,26.94,1457.71,72.42,67,26,32,6.3,20.89,0.22,27.01,20.14,45.28,-5.46,0.449250335896203,0.279820776448961,0.494528477763559,0.25544382180988306
Moong(Green Gram),2010,Winter,Odisha,78502.0,17381,13039967.22,18840.48,0.248076923,26.94,1457.71,72.42,67,26,32,6.3,20.89,0.22,27.01,20.14,45.28,-5.46,0.449250335896203,0.279820776448961,0.494528477763559,0.2216039050669837
Moong(Green Gram),2011,Autumn,Odisha,24786.0,5254,4152150.72,8179.38,0.190769231,26.08,1571.55,73.33,67,26,32,6.3,20.71,0.26,31.06,19.37,44.11,-5.67,0.449250335896203,0.279820776448961,0.494528477763559,0.1745995108938428
Moong(Green Gram),2011,Summer,Odisha,147141.0,47584,24649060.32,48556.53,0.2925,26.08,1571.55,73.33,67,26,32,6.3,20.71,0.26,31.06,19.37,44.11,-5.67,0.449250335896203,0.279820776448961,0.494528477763559,0.2565783274004471
Moong(Green Gram),2011,Winter,Odisha,41861.0,8498,7012554.72,13814.13,0.294814815,26.08,1571.55,73.33,67,26,32,6.3,20.71,0.26,31.06,19.37,44.11,-5.67,0.449250335896203,0.279820776448961,0.494528477763559,0.25836768492602624
Moong(Green Gram),2012,Autumn,Odisha,21882.0,5999,3299805.6,6783.42,0.242857143,26.55,1398.23,70.87,67,26,32,6.3,21.82,0.45,32.3,18.47,44.57,-7.25,0.449250335896203,0.279820776448961,0.494528477763559,0.21741287672016726
Moong(Green Gram),2012,Summer,Odisha,159285.0,54343,24020178.0,49378.35,0.360357143,26.55,1398.23,70.87,67,26,32,6.3,21.82,0.45,32.3,18.47,44.57,-7.25,0.449250335896203,0.279820776448961,0.494528477763559,0.3077472704203232
Moong(Green Gram),2012,Winter,Odisha,99426.0,27442,14993440.8,30822.06,0.322,26.55,1398.23,70.87,67,26,32,6.3,21.82,0.45,32.3,18.47,44.57,-7.25,0.449250335896203,0.279820776448961,0.494528477763559,0.27914574142949455
Moong(Green Gram),2013,Autumn,Odisha,24135.0,7728,3487266.15,6516.45,0.2575,26.41,1678.58,71.56,67,26,32,6.3,21.55,0.29,30.28,19.36,44.99,-5.65,0.449250335896203,0.279820776448961,0.494528477763559,0.2291256229917572
Moong(Green Gram),2013,Summer,Odisha,137237.0,56544,19829374.13,37053.99,0.398888889,26.41,1678.58,71.56,67,26,32,6.3,21.55,0.29,30.28,19.36,44.99,-5.65,0.449250335896203,0.279820776448961,0.494528477763559,0.33567827079946455
Moong(Green Gram),2013,Winter,Odisha,90618.0,24421,13093394.82,24466.86,0.3176,26.41,1678.58,71.56,67,26,32,6.3,21.55,0.29,30.28,19.36,44.99,-5.65,0.449250335896203,0.279820776448961,0.494528477763559,0.2758118998812935
Moong(Green Gram),2014,Autumn,Odisha,22009.0,4904,3322478.64,7262.97,0.278888889,26.21,1552.0,72.52,67,26,32,6.3,21.92,0.33,31.45,18.71,44.64,-6.96,0.449250335896203,0.279820776448961,0.494528477763559,0.24599164548445285
Moong(Green Gram),2014,Summer,Odisha,175592.0,70272,26507368.32,57945.36,0.391481481,26.21,1552.0,72.52,67,26,32,6.3,21.92,0.33,31.45,18.71,44.64,-6.96,0.449250335896203,0.279820776448961,0.494528477763559,0.3303689932355277
Moong(Green Gram),2014,Winter,Odisha,97798.0,29848,14763586.08,32273.34,0.322857143,26.21,1552.0,72.52,67,26,32,6.3,21.92,0.33,31.45,18.71,44.64,-6.96,0.449250335896203,0.279820776448961,0.494528477763559,0.27979389971076607
Moong(Green Gram),2015,Autumn,Odisha,19391.0,4715,3062032.81,6399.03,0.231111111,26.57,1135.26,71.2,67,26,32,6.3,21.26,0.27,30.45,19.64,43.64,-4.99,0.449250335896203,0.279820776448961,0.494528477763559,0.20791710389266566
Moong(Green Gram),2015,Summer,Odisha,200039.0,65014,31588158.49,66012.87,0.332413793,26.57,1135.26,71.2,67,26,32,6.3,21.26,0.27,30.45,19.64,43.64,-4.99,0.449250335896203,0.279820776448961,0.494528477763559,0.2869921792802035
Moong(Green Gram),2015,Winter,Odisha,70356.0,15494,11109915.96,23217.48,0.249545455,26.57,1135.26,71.2,67,26,32,6.3,21.26,0.27,30.45,19.64,43.64,-4.99,0.449250335896203,0.279820776448961,0.494528477763559,0.22277984918260713
Moong(Green Gram),2016,Autumn,Odisha,40753.0,17849,6245397.25,14263.55,0.60875,26.8,1431.86,71.57,67,26,32,6.3,22.8,0.16,27.38,19.95,43.98,-6.01,0.449250335896203,0.279820776448961,0.494528477763559,0.47545747992819937
Moong(Green Gram),2016,Summer,Odisha,157356.0,74083,24114807.0,55074.6,0.461153846,26.8,1431.86,71.57,67,26,32,6.3,22.8,0.16,27.38,19.95,43.98,-6.01,0.449250335896203,0.279820776448961,0.494528477763559,0.3792264290727613
Moong(Green Gram),2016,Winter,Odisha,128055.0,41693,19624428.75,44819.25,0.407916667,26.8,1431.86,71.57,67,26,32,6.3,22.8,0.16,27.38,19.95,43.98,-6.01,0.449250335896203,0.279820776448961,0.494528477763559,0.3421110706150094
Moong(Green Gram),2017,Autumn,Odisha,26254.0,8381,4133429.76,9976.52,0.383333333,26.52,1673.82,73.5,67,26,32,6.3,22.49,0.23,27.94,19.68,44.31,-8.02,0.449250335896203,0.279820776448961,0.494528477763559,0.3244960453335334
Moong(Green Gram),2017,Summer,Odisha,127403.0,57568,20058328.32,48413.14,0.444814815,26.52,1673.82,73.5,67,26,32,6.3,22.49,0.23,27.94,19.68,44.31,-8.02,0.449250335896203,0.279820776448961,0.494528477763559,0.3679811576424083
Moong(Green Gram),2017,Winter,Odisha,82357.0,25559,12966286.08,31295.66,0.419130435,26.52,1673.82,73.5,67,26,32,6.3,22.49,0.23,27.94,19.68,44.31,-8.02,0.449250335896203,0.279820776448961,0.494528477763559,0.3500443143199429
Moong(Green Gram),2018,Autumn,Odisha,10615.0,2798,1721753.0,3715.25,0.418,25.89,1803.55,73.26,67,26,32,6.3,20.09,0.39,30.95,19.72,43.19,-5.51,0.449250335896203,0.279820776448961,0.494528477763559,0.34924742810993575
Moong(Green Gram),2018,Summer,Odisha,143548.0,50843,23283485.6,50241.8,0.405555556,25.89,1803.55,73.26,67,26,32,6.3,20.09,0.39,30.95,19.72,43.19,-5.51,0.449250335896203,0.279820776448961,0.494528477763559,0.3404326381535154
Moong(Green Gram),2018,Winter,Odisha,62479.0,17222,10134093.8,21867.65,0.332173913,25.89,1803.55,73.26,67,26,32,6.3,20.09,0.39,30.95,19.72,43.19,-5.51,0.449250335896203,0.279820776448961,0.494528477763559,0.28681212891060376
Moong(Green Gram),2019,Autumn,Odisha,10656.0,3144,1830274.56,3942.72,0.370909091,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.3154740898477525
Moong(Green Gram),2019,Summer,Odisha,169358.0,57566,29088930.08,62662.46,0.431538462,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.35874971351503
Moong(Green Gram),2019,Winter,Odisha,60116.0,20003,10325524.16,22242.92,0.386818182,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.327012045501367
Niger seed,1999,Kharif,Odisha,118030.0,38670,12526523.9,31868.1,0.376428571,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.3194921524996516
Niger seed,1999,Rabi,Odisha,19010.0,7020,2017531.3,5132.7,0.397142857,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.3344293348891632
Niger seed,2000,Kharif,Odisha,126530.0,29980,12421450.1,32897.8,0.342307692,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.29439029095767305
Niger seed,2000,Rabi,Odisha,31500.0,9030,3092355.0,8190.0,0.384545455,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.32537189443699926
Niger seed,2001,Kharif,Odisha,115170.0,26960,11762312.1,29944.2,0.283076923,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.2492610394091119
Niger seed,2001,Rabi,Odisha,28290.0,8860,2889257.7,7355.4,0.365833333,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.3117647427236867
Niger seed,2002,Kharif,Odisha,98060.0,15560,9283340.2,24515.0,0.247272727,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.2209593492807097
Niger seed,2002,Rabi,Odisha,19930.0,5810,1886773.1,4982.5,0.330909091,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.28586223580310094
Niger seed,2003,Kharif,Odisha,110640.0,25660,10951147.2,26553.6,0.277,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.24451357705040225
Niger seed,2003,Rabi,Odisha,19610.0,6170,1940997.8,4706.4,0.38,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.3220834991691133
Niger seed,2004,Rabi,Odisha,123617.0,33969,13392665.78,25959.57,0.31,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.27002713721306015
Niger seed,2011,Winter,Odisha,31844.0,4770,5334506.88,10508.52,0.124545455,26.08,1571.55,73.33,67,26,32,6.3,20.71,0.26,31.06,19.37,44.11,-5.67,0.449250335896203,0.279820776448961,0.494528477763559,0.1173789140102297
Niger seed,2016,Winter,Odisha,15018.0,4616,2301508.5,5256.3,0.288888889,26.8,1431.86,71.57,67,26,32,6.3,22.8,0.16,27.38,19.95,43.98,-6.01,0.449250335896203,0.279820776448961,0.494528477763559,0.2537805208623065
Niger seed,2017,Winter,Odisha,18348.0,5991,2888709.12,6972.24,0.264444444,26.52,1673.82,73.5,67,26,32,6.3,22.49,0.23,27.94,19.68,44.31,-8.02,0.449250335896203,0.279820776448961,0.494528477763559,0.23463285101047163
Niger seed,2018,Winter,Odisha,18987.0,5195,3079691.4,6645.45,0.231111111,25.89,1803.55,73.26,67,26,32,6.3,20.09,0.39,30.95,19.72,43.19,-5.51,0.449250335896203,0.279820776448961,0.494528477763559,0.20791710389266566
Niger seed,2019,Winter,Odisha,15898.0,5699,2730640.48,5882.26,0.287,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.2523139286139896
Onion,1999,Whole Year,Odisha,46400.0,368350,4924432.0,12528.0,7.043,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.084802147921932
Onion,2000,Whole Year,Odisha,27400.0,229420,2689858.0,7124.0,7.385666667,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.126523899210655
Onion,2001,Whole Year,Odisha,19410.0,173430,1982343.3,5046.6,8.714333333,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,2.2736024580352496
Onion,2002,Whole Year,Odisha,26410.0,238790,2500234.7,6602.5,8.852666667,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,2.287742146158103
Onion,2003,Whole Year,Odisha,26550.0,240340,2627919.0,6372.0,8.845666667,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,2.287031426101135
Onion,2004,Whole Year,Odisha,26684.0,241852,2890944.56,5603.64,8.963333333,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,2.2989116875942806
Onion,2019,Rabi,Odisha,35120.0,437140,6032211.2,12994.4,12.21413793,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,2.5812873117248527
Other  Rabi pulses,2000,Rabi,Odisha,2180.0,1090,214010.6,566.8,0.514444444,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.41504866807875157
Other  Rabi pulses,2001,Rabi,Odisha,35620.0,21120,3637870.6,9261.2,0.62,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.4824261492442927
Other  Rabi pulses,2002,Rabi,Odisha,26900.0,15730,2546623.0,6725.0,0.592962963,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.46559578081456626
Other  Rabi pulses,2003,Rabi,Odisha,35250.0,20190,3489045.0,8460.0,0.582592593,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.45906438390903487
Other  Rabi pulses,2004,Rabi,Odisha,41790.0,25599,4527528.6,8775.9,0.598666667,26.13,1134.49,71.98,67,26,32,6.3,22.42,0.48,29.96,19.38,44.33,-4.36,0.449250335896203,0.279820776448961,0.494528477763559,0.46916994870566525
Other  Rabi pulses,2019,Rabi,Odisha,77940.0,37960,13386974.4,28837.8,0.465909091,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.38247558994548114
Other Kharif pulses,2000,Kharif,Odisha,26610.0,14510,2612303.7,6918.6,0.520714286,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,0.41918014947801113
Other Kharif pulses,2001,Kharif,Odisha,21440.0,10630,2189667.2,5574.4,0.47125,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,0.38611237959234945
Other Kharif pulses,2002,Kharif,Odisha,20790.0,10461,1968189.3,5197.5,0.455555556,26.51,1340.28,73.12,67,26,32,6.3,22.58,0.28,29.2,19.62,42.96,-4.96,0.449250335896203,0.279820776448961,0.494528477763559,0.37538765317622996
Other Kharif pulses,2003,Kharif,Odisha,27280.0,15020,2700174.4,6547.2,0.506428571,26.57,1857.72,73.53,67,26,32,6.3,21.74,0.34,30.0,19.34,45.89,-7.87,0.449250335896203,0.279820776448961,0.494528477763559,0.40974166459092964
Other Kharif pulses,2019,Kharif,Odisha,80810.0,36040,13879925.6,29899.7,0.44,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.3646431135879093
Peas & beans (Pulses),2019,Rabi,Odisha,33400.0,25620,5736784.0,12358.0,0.77,26.42,1686.78,74.06,67,26,32,6.3,20.4,0.52,33.0,19.46,45.96,-4.15,0.449250335896203,0.279820776448961,0.494528477763559,0.5709795465857378
Potato,1997,Whole Year,Odisha,8887.0,87413,845775.79,2754.97,8.774,26.76,1508.87,70.98,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.279725798847963
Potato,1998,Winter,Odisha,7955.0,92624,785954.0,2306.95,9.830666667,26.85,1487.76,73.65,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.3823816165513745
Potato,1999,Whole Year,Odisha,8740.0,91050,927576.2,2359.8,9.781851852,26.2,1304.31,72.99,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.3778643366271575
Potato,2000,Whole Year,Odisha,8251.0,85872,810000.67,2145.26,9.321071429,26.35,1100.2,71.21,67,26,32,6.3,22.08,0.24,27.46,19.25,43.07,-5.23,0.449250335896203,0.279820776448961,0.494528477763559,2.334187575303962
Potato,2001,Whole Year,Odisha,7580.0,78049,774145.4,1970.8,9.565714286,26.48,1946.22,72.62,67,26,32,6.3,22.08,0.27,27.17,20.2,44.56,-6.48,0.449250335896203,0.279820776448961,0.494528477763559,2.3576142574906527
